#Bx [T], By [T], Bz [T] on 3D mesh: inmost loop vs X (horizontal transverse position), outmost loop vs Z (longitudinal position)
#-0.02 #initial X position [m]
#0.001 #step of X [m]
#41 #number of points vs X
#-0.004 #initial Y position [m]
#0.0005 #step of Y [m]
#17 #number of points vs Y
#-0.0246 #initial Z position [m]
#0.000615 #step of Z [m]
#81 #number of points vs Z
-0.01024883808	-0.1235302504	0.6884058609
0.005451149246	-0.1266673755	0.6921226216
0.02135775381	-0.1294134759	0.6935295404
0.03765064073	-0.1318352746	0.6927322347
0.05453173213	-0.1340177824	0.6897859145
0.07219984487	-0.1360645941	0.684701151
0.09080971961	-0.1380859834	0.6774522249
0.1103991916	-0.1401069568	0.6679887063
0.1310061476	-0.1417304972	0.6562388783
0.1535701459	-0.1423472684	0.6420665762
0.1793477719	-0.1426627211	0.6252080725
0.2085133259	-0.1436629631	0.6053045562
0.2410273204	-0.1458549523	0.5819691727
0.2769055557	-0.1496351916	0.5548056883
0.3161623017	-0.1552011093	0.5234079787
0.3596685815	-0.162533988	0.4873423284
0.4093081106	-0.1735643571	0.4461341737
0.465487657	-0.1923221015	0.3994343478
0.5275591941	-0.2243475363	0.3474107888
0.5922804145	-0.2800345891	0.2912016901
0.6415272667	-0.3746662193	0.2331952666
0.6345388181	-0.4944354444	0.1766008117
0.5746527753	-0.5855492281	0.123932792
0.5035275527	-0.6380625337	0.07630803234
0.4382276696	-0.6675507879	0.03397644147
0.3815947605	-0.6847787303	-0.003347118814
0.3328369035	-0.6961229706	-0.03625354259
0.2895164909	-0.7044892398	-0.06520926645
0.2503440597	-0.710302799	-0.09047507377
0.2150293678	-0.7139260515	-0.1123586495
0.1834020467	-0.7158141564	-0.1312051513
0.1554119084	-0.7165088842	-0.1473676808
0.1308144742	-0.7170577424	-0.1612212304
0.10821572	-0.7182753339	-0.1730623166
0.08646774155	-0.7195652835	-0.1830092182
0.06539765736	-0.7204305983	-0.1911575289
0.04488710091	-0.7207934795	-0.197623145
0.0246889198	-0.7206763459	-0.202514764
0.004473058201	-0.72009394	-0.2059243782
-0.01614576968	-0.7190282541	-0.2079278108
-0.03759970634	-0.7174188113	-0.2085882298
-0.01195890956	-0.1434460054	0.6462527909
0.003967655766	-0.1466828192	0.6497546538
0.02006598655	-0.1494733116	0.6510071441
0.03651108236	-0.151897796	0.6501059652
0.05349871115	-0.1540418048	0.6471002239
0.07122417369	-0.1559942604	0.6419973779
0.08985674224	-0.1578278799	0.6347695772
0.1095263848	-0.1595253152	0.6253602041
0.1304645567	-0.1608518301	0.6136812844
0.1533608124	-0.1615949928	0.5995842443
0.1790216666	-0.1621720164	0.5828267298
0.2077516722	-0.1632495067	0.5630920257
0.239618306	-0.1653159944	0.5400316959
0.2746662598	-0.1687721191	0.5132852337
0.3130079765	-0.1739692574	0.4824851927
0.3551931817	-0.1814887134	0.4472560268
0.4019976846	-0.1932141584	0.4072394542
0.4531769795	-0.212601137	0.3622475187
0.5069110093	-0.2446033434	0.3125674411
0.5577909377	-0.2964818298	0.2593020058
0.5909044767	-0.3741290179	0.2045134495
0.5849053457	-0.465223968	0.1508003502
0.5417177151	-0.5406073466	0.1003151369
0.4841731318	-0.5899747374	0.05421781183
0.4268420966	-0.6200423177	0.01287395118
0.3745337152	-0.6384836875	-0.02384746408
0.3279076454	-0.650526806	-0.05632786969
0.2859995495	-0.6589349444	-0.08494204976
0.248013806	-0.6647157814	-0.1099823218
0.2136459579	-0.6684191178	-0.1317447435
